net,length_um
_12482_,9.64
_14539_,9.64
_18038_,9.64
data_reg\[23\]\[4\],9.64
_00735_,9.63
_00641_,9.62
_01097_,9.62
_02762_,9.62
_03431_,9.62
_07029_,9.62
_07932_,9.62
_08076_,9.62
_08469_,9.62
_09579_,9.62
_10801_,9.62
_11495_,9.62
_11530_,9.62
_12254_,9.62
_14364_,9.62
_15066_,9.62
_15355_,9.62
_16762_,9.62
_17048_,9.62
_14742_,9.615
_07804_,9.61
_00605_,9.6
_02664_,9.6
_03634_,9.6
_04761_,9.6
_13174_,9.6
_13315_,9.6
_13856_,9.6
_16443_,9.6
_15138_,9.595
_07004_,9.59
_01799_,9.58
_02858_,9.58
_03332_,9.58
_03965_,9.58
_05181_,9.58
_05372_,9.58
_05425_,9.58
_05622_,9.58
_05671_,9.58
_05691_,9.58
_05840_,9.58
_06598_,9.58
_07328_,9.58
_07998_,9.58
_08309_,9.58
_10830_,9.58
_11473_,9.58
_11644_,9.58
_12337_,9.58
_12362_,9.58
_13484_,9.58
_13551_,9.58
_13651_,9.58
_13873_,9.58
_14598_,9.58
_15930_,9.58
_16301_,9.58
_16517_,9.58
_16659_,9.58
_17831_,9.58
_18097_,9.58
_18116_,9.58
_12950_,9.57
_01826_,9.56
_04104_,9.56
_05321_,9.56
_07196_,9.56
_16505_,9.56
_16481_,9.545
_00814_,9.54
_01377_,9.54
_02568_,9.54
_04029_,9.54
_06810_,9.54
_06960_,9.54
_10609_,9.54
_11173_,9.54
_11742_,9.54
_14263_,9.54
_14383_,9.54
_14922_,9.54
_14935_,9.54
_16011_,9.54
_18433_,9.535
_06755_,9.52
_07636_,9.52
_09020_,9.52
_09701_,9.52
_09746_,9.52
_10233_,9.52
_13827_,9.52
_15702_,9.51
_01385_,9.5
_01961_,9.5
_02217_,9.5
_02258_,9.5
_02477_,9.5
_02902_,9.5
_03033_,9.5
_03384_,9.5
_03478_,9.5
_05162_,9.5
_05788_,9.5
_06826_,9.5
_06943_,9.5
_08001_,9.5
_08217_,9.5
_08257_,9.5
_09615_,9.5
_09896_,9.5
_11690_,9.5
_12583_,9.5
_12811_,9.5
_15546_,9.5
_16054_,9.5
_16465_,9.5
_16805_,9.5
_17519_,9.5
_17520_,9.5
_17895_,9.5
_07010_,9.495
_11534_,9.495
_06703_,9.49
data_reg\[13\]\[2\],9.485
_00543_,9.48
_02604_,9.48
_03210_,9.48
_03697_,9.48
_04194_,9.48
_05355_,9.48
_06341_,9.48
_06735_,9.48
_07864_,9.48
_10131_,9.48
_11245_,9.48
_12252_,9.48
_12548_,9.48
_12768_,9.48
_13607_,9.48
_13793_,9.48
_15593_,9.48
_17000_,9.48
net138,9.48
_04966_,9.475
_06069_,9.475
_15436_,9.47
_00387_,9.46
_01902_,9.46
_03548_,9.46
_05218_,9.46
_05910_,9.46
_06113_,9.46
_07214_,9.46
_10843_,9.46
_11297_,9.46
_11622_,9.46
_13760_,9.46
_16553_,9.46
_16591_,9.46
_16701_,9.46
_17027_,9.46
_18084_,9.46
_05436_,9.45
_03939_,9.44
_06479_,9.44
_07016_,9.44
_07308_,9.44
_07936_,9.44
_10492_,9.44
_11894_,9.44
_12713_,9.44
_12905_,9.44
_13498_,9.44
_14092_,9.44
_15233_,9.44
_00668_,9.43
_16434_,9.43
_01927_,9.42
_03825_,9.42
_04947_,9.42
_05375_,9.42
_07515_,9.42
_08347_,9.42
_09367_,9.42
_12048_,9.42
_13700_,9.42
_13977_,9.42
_15351_,9.42
data_out[4],9.42
data_out[6],9.42
data_out[7],9.42
_16371_,9.41
_00607_,9.4
_01827_,9.4
_01868_,9.4
_03376_,9.4
_04132_,9.4
_05891_,9.4
_06867_,9.4
_07198_,9.4
_07600_,9.4
_08693_,9.4
_09369_,9.4
_09481_,9.4
_11817_,9.4
_11931_,9.4
_12070_,9.4
_12133_,9.4
_14347_,9.4
_14537_,9.4
_15195_,9.4
_16697_,9.4
_13348_,9.385
_00503_,9.38
_00972_,9.38
_01392_,9.38
_01642_,9.38
_01872_,9.38
_02017_,9.38
_02452_,9.38
_02693_,9.38
_02718_,9.38
_03926_,9.38
_04038_,9.38
_04367_,9.38
_04725_,9.38
_04796_,9.38
_08688_,9.38
_08915_,9.38
_12571_,9.38
_16258_,9.38
_16702_,9.38
_16763_,9.38
_17946_,9.38
_00177_,9.365
_02121_,9.36
_02291_,9.36
_02576_,9.36
_03545_,9.36
_04148_,9.36
_04523_,9.36
_04856_,9.36
_05280_,9.36
_05817_,9.36
_05849_,9.36
_06487_,9.36
_06620_,9.36
_07522_,9.36
_07652_,9.36
_08535_,9.36
_10441_,9.36
_11609_,9.36
_11678_,9.36
_12366_,9.36
_14375_,9.36
_14639_,9.36
_15015_,9.36
_15334_,9.36
_15432_,9.36
_16016_,9.36
_16051_,9.36
_16162_,9.36
_17971_,9.36
_01050_,9.34
_02503_,9.34
_05319_,9.34
_06064_,9.34
_07746_,9.34
_11207_,9.34
_12036_,9.34
_12757_,9.34
_12765_,9.34
_13325_,9.34
_13870_,9.34
_14609_,9.34
_15871_,9.34
_15916_,9.34
data_reg\[24\]\[4\],9.34
data_reg\[8\]\[2\],9.34
_13162_,9.335
_00756_,9.32
_00909_,9.32
_00998_,9.32
_01081_,9.32
_01784_,9.32
_02821_,9.32
_04822_,9.32
_05391_,9.32
_05634_,9.32
_05845_,9.32
_06996_,9.32
_07628_,9.32
_08313_,9.32
_08957_,9.32
_10331_,9.32
_11178_,9.32
_11243_,9.32
_11463_,9.32
_12529_,9.32
_14340_,9.32
_14523_,9.32
_15381_,9.32
_16295_,9.32
_16599_,9.32
data_reg\[30\]\[2\],9.32
data_reg\[7\]\[5\],9.32
_18007_,9.31
_01371_,9.3
_05076_,9.3
_06480_,9.3
_07799_,9.3
_13418_,9.3
_14896_,9.3
_15982_,9.3
_17910_,9.3
_00830_,9.28
_01216_,9.28
_01618_,9.28
_04333_,9.28
_05289_,9.28
_05548_,9.28
_05604_,9.28
_08242_,9.28
_09269_,9.28
_09581_,9.28
_10041_,9.28
_10751_,9.28
_12319_,9.28
_13440_,9.28
_14430_,9.28
_14593_,9.28
_16730_,9.28
_17853_,9.28
_01800_,9.265
_01203_,9.26
_02523_,9.26
_03063_,9.26
_03476_,9.26
_04585_,9.26
_05232_,9.26
_06534_,9.26
_07347_,9.26
_07945_,9.26
_10504_,9.26
_11354_,9.26
_12227_,9.26
_12791_,9.26
_12830_,9.26
_13066_,9.26
_15199_,9.26
_15653_,9.26
_17901_,9.26
_06694_,9.255
_11263_,9.25
_00338_,9.24
_01831_,9.24
_02211_,9.24
_02677_,9.24
_03864_,9.24
_05407_,9.24
_09156_,9.24
_10896_,9.24
_11367_,9.24
_11416_,9.24
_12009_,9.24
_12095_,9.24
_12253_,9.24
_13867_,9.24
_14173_,9.24
_14561_,9.24
_15607_,9.24
_17224_,9.24
_17360_,9.24
_17562_,9.24
_17586_,9.24
_05049_,9.23
_01077_,9.22
_01552_,9.22
_02059_,9.22
_03412_,9.22
_03479_,9.22
_04688_,9.22
_06559_,9.22
_07516_,9.22
_08253_,9.22
_12836_,9.22
_12868_,9.22
_13534_,9.22
_16862_,9.22
_17701_,9.22
data_reg\[8\]\[6\],9.22
_04568_,9.2
_05204_,9.2
_06579_,9.2
_09411_,9.2
_10463_,9.2
_14812_,9.2
_14969_,9.2
_01168_,9.18
_02131_,9.18
_05173_,9.18
_06572_,9.18
_09855_,9.18
_11629_,9.18
_11926_,9.18
_12667_,9.18
_14044_,9.18
_15451_,9.18
_15793_,9.18
_17297_,9.18
data_in[1],9.18
data_in[5],9.18
_00658_,9.17
_11026_,9.17
_01396_,9.16
_02595_,9.16
_03206_,9.16
_03581_,9.16
_03798_,9.16
_04086_,9.16
_04114_,9.16
_04136_,9.16
_04482_,9.16
_05094_,9.16
_06062_,9.16
_06143_,9.16
_06952_,9.16
_07245_,9.16
_07682_,9.16
_09574_,9.16
_11682_,9.16
_11838_,9.16
_12062_,9.16
_12848_,9.16
_13334_,9.16
_13841_,9.16
_13966_,9.16
_14251_,9.16
_14266_,9.16
_14403_,9.16
_15402_,9.16
_16718_,9.16
_17496_,9.16
_17883_,9.16
_17983_,9.16
_02530_,9.155
_00102_,9.145
_01016_,9.14
_02763_,9.14
_03574_,9.14
_03737_,9.14
_05743_,9.14
_06456_,9.14
_07599_,9.14
_07681_,9.14
_08494_,9.14
_11903_,9.14
_12251_,9.14
_13991_,9.14
_14804_,9.14
_15985_,9.14
_17486_,9.14
_04218_,9.135
_02866_,9.13
_00411_,9.12
_00776_,9.12
_01939_,9.12
_02192_,9.12
_03472_,9.12
_04340_,9.12
_04594_,9.12
_04764_,9.12
_04912_,9.12
_07105_,9.12
_07649_,9.12
_08049_,9.12
_08154_,9.12
_12565_,9.12
_12917_,9.12
_13754_,9.12
_14721_,9.12
_14785_,9.12
_16810_,9.12
_17419_,9.12
_17447_,9.12
_17580_,9.12
_17927_,9.12
_18315_,9.12
data_reg\[12\]\[6\],9.12
net282,9.12
net306,9.12
_07054_,9.115
_08071_,9.11
_01037_,9.1
_06021_,9.1
_10153_,9.1
_10525_,9.1
_13924_,9.1
_14040_,9.1
_16263_,9.1
_16426_,9.1
_16693_,9.1
_01501_,9.08
_06684_,9.08
_09377_,9.08
_10285_,9.08
_11702_,9.08
_11985_,9.08
_15002_,9.08
_16601_,9.08
net315,9.08
_07012_,9.075
_04722_,9.06
_13933_,9.06
_16758_,9.06
_16938_,9.06
_17820_,9.06
_18082_,9.06
_00626_,9.055
_13672_,9.05
data_reg\[31\]\[5\],9.045
_01131_,9.04
_01143_,9.04
_01153_,9.04
_01349_,9.04
_01844_,9.04
_04135_,9.04
_04383_,9.04
_06110_,9.04
_06188_,9.04
_07471_,9.04
_07509_,9.04
_08983_,9.04
_11163_,9.04
_11697_,9.04
_11901_,9.04
_12214_,9.04
_12387_,9.04
_14329_,9.04
_14817_,9.04
_15364_,9.04
_15837_,9.04
_15905_,9.04
_16020_,9.04
_16249_,9.04
_18013_,9.04
_12158_,9.03
_13506_,9.03
_14649_,9.025
_00887_,9.02
_01400_,9.02
_01863_,9.02
_01878_,9.02
_02031_,9.02
_02459_,9.02
_02659_,9.02
_04993_,9.02
_05183_,9.02
_05496_,9.02
_06155_,9.02
_07174_,9.02
_07364_,9.02
_07519_,9.02
_07818_,9.02
_08749_,9.02
_09860_,9.02
_09925_,9.02
_10515_,9.02
_10899_,9.02
_12186_,9.02
_13059_,9.02
_13273_,9.02
_13399_,9.02
_13603_,9.02
_13881_,9.02
_14174_,9.02
_15050_,9.02
_15261_,9.02
_16081_,9.02
_18425_,9.02
data_reg\[12\]\[1\],9.02
net178,9.02
_02628_,9
_03787_,9
_04051_,9
_06651_,9
_16272_,9
_16708_,9
_17370_,9
_01781_,8.98
_06730_,8.98
_08468_,8.98
_09315_,8.98
_10249_,8.98
_13272_,8.98
_14335_,8.98
_15018_,8.98
_15376_,8.98
_15835_,8.98
_15948_,8.98
_15970_,8.98
_15992_,8.98
_00215_,8.96
_00671_,8.96
_01011_,8.96
_01534_,8.96
_02838_,8.96
_03584_,8.96
_03932_,8.96
_06363_,8.96
_08094_,8.96
_08721_,8.96
_10231_,8.96
_12566_,8.96
_13599_,8.96
_14679_,8.96
_15855_,8.96
_16083_,8.96
_16227_,8.96
_16241_,8.96
data_out[1],8.96
data_out[2],8.96
data_out[3],8.96
data_out[5],8.96
data_reg\[23\]\[7\],8.96
u_gain3_sha\[5\],8.96
_08234_,8.95
_00104_,8.945
_02350_,8.94
_03577_,8.94
_05657_,8.94
_06132_,8.94
_06365_,8.94
_06773_,8.94
_06821_,8.94
_06881_,8.94
_07525_,8.94
_08367_,8.94
_09805_,8.94
_11892_,8.94
_13250_,8.94
_13773_,8.94
_13871_,8.94
_15762_,8.94
_16435_,8.94
_16593_,8.94
_18063_,8.94
_18239_,8.94
_18448_,8.94
data_reg\[30\]\[0\],8.94
data_reg\[4\]\[3\],8.94
u_gain1\[5\],8.94
_18343_,8.935
_12939_,8.93
_13893_,8.93
_01122_,8.92
_01181_,8.92
_01762_,8.92
_02247_,8.92
_02367_,8.92
_04623_,8.92
_05387_,8.92
_05620_,8.92
_06354_,8.92
_06425_,8.92
_10757_,8.92
_11793_,8.92
_12594_,8.92
_13910_,8.92
_15307_,8.92
_15481_,8.92
_15575_,8.92
_15621_,8.92
_15923_,8.92
_17299_,8.92
_01640_,8.91
_00481_,8.9
_01854_,8.9
_02812_,8.9
_04578_,8.9
_04616_,8.9
_06180_,8.9
_06241_,8.9
_06771_,8.9
_07425_,8.9
_07648_,8.9
_08553_,8.9
_08755_,8.9
_11526_,8.9
_12994_,8.9
_13129_,8.9
_13819_,8.9
_13868_,8.9
_14244_,8.9
_14425_,8.9
_14823_,8.9
_15222_,8.9
_15698_,8.9
_17531_,8.9
_17950_,8.9
data_reg\[24\]\[7\],8.9
net126,8.9
_01414_,8.895
_10672_,8.895
_01666_,8.88
_02396_,8.88
_06458_,8.88
_11161_,8.88
_12291_,8.88
_17915_,8.88
data_reg\[1\]\[6\],8.88
data_reg\[30\]\[7\],8.88
_00288_,8.865
_01372_,8.86
_01982_,8.86
_03792_,8.86
_05688_,8.86
_09187_,8.86
_10017_,8.86
_11095_,8.86
_11274_,8.86
_11449_,8.86
_11820_,8.86
_13719_,8.86
_14697_,8.86
_16068_,8.86
_17056_,8.86
_17570_,8.86
_01059_,8.85
_11405_,8.85
EN,8.84
RW,8.84
_02415_,8.84
_02727_,8.84
_04245_,8.84
_14669_,8.84
_15623_,8.84
_16047_,8.84
_16626_,8.84
_16757_,8.84
_17055_,8.84
data_in[4],8.84
data_reg\[3\]\[7\],8.84
_00509_,8.83
_00331_,8.825
_01102_,8.82
_03550_,8.82
_05169_,8.82
_05430_,8.82
_05820_,8.82
_06371_,8.82
_06993_,8.82
_07959_,8.82
_08006_,8.82
_08152_,8.82
_08233_,8.82
_09453_,8.82
_09709_,8.82
_10529_,8.82
_11247_,8.82
_11441_,8.82
_12209_,8.82
_12246_,8.82
_12952_,8.82
_13677_,8.82
_15566_,8.82
_16343_,8.82
_16960_,8.82
_18011_,8.82
_06467_,8.81
_01910_,8.8
_02665_,8.8
_03673_,8.8
_03757_,8.8
_04836_,8.8
_06783_,8.8
_06977_,8.8
_07253_,8.8
_07533_,8.8
_10067_,8.8
_11917_,8.8
_13481_,8.8
_13980_,8.8
_14186_,8.8
_14493_,8.8
_14671_,8.8
_14852_,8.8
_14878_,8.8
_14973_,8.8
_15492_,8.8
_16193_,8.8
_16684_,8.8
_16948_,8.8
_16956_,8.8
_17458_,8.8
_17460_,8.8
_12723_,8.795
_00490_,8.79
data_reg\[3\]\[1\],8.785
_01605_,8.78
_02915_,8.78
_03340_,8.78
_03658_,8.78
_04076_,8.78
_04172_,8.78
_04338_,8.78
_04778_,8.78
_04849_,8.78
_05150_,8.78
_05493_,8.78
_05895_,8.78
_06122_,8.78
_06137_,8.78
_06403_,8.78
_06523_,8.78
_06581_,8.78
_06693_,8.78
_06970_,8.78
_07315_,8.78
_07487_,8.78
_08171_,8.78
_11214_,8.78
_11325_,8.78
_12233_,8.78
_12680_,8.78
_13241_,8.78
_13847_,8.78
_14183_,8.78
_15226_,8.78
_15588_,8.78
_15812_,8.78
_16429_,8.78
_16703_,8.78
_17225_,8.78
_17929_,8.78
count\[9\],8.78
data_reg\[29\]\[4\],8.78
_06348_,8.76
_07890_,8.76
_08738_,8.76
_13586_,8.76
_14575_,8.76
_18442_,8.76
data_reg\[6\]\[5\],8.76
_07283_,8.755
_15392_,8.75
_00472_,8.74
_01499_,8.74
_05236_,8.74
_07850_,8.74
_08109_,8.74
_14730_,8.74
_15412_,8.74
_01713_,8.73
_16741_,8.73
RS,8.72
_03295_,8.72
_03880_,8.72
_04938_,8.72
_06482_,8.72
_15453_,8.72
_16616_,8.72
_16644_,8.72
data_in[0],8.72
data_in[2],8.72
data_in[3],8.72
_03490_,8.715
_17769_,8.71
_01395_,8.7
_01662_,8.7
_03566_,8.7
_05367_,8.7
_05378_,8.7
_05808_,8.7
_06076_,8.7
_06238_,8.7
_06537_,8.7
_06802_,8.7
_07436_,8.7
_07701_,8.7
_08251_,8.7
_12447_,8.7
_12510_,8.7
_12809_,8.7
_12887_,8.7
_13104_,8.7
_13421_,8.7
_14235_,8.7
_16045_,8.7
_16447_,8.7
_16816_,8.7
_18087_,8.7
net208,8.7
_00811_,8.68
_00908_,8.68
_03793_,8.68
_05253_,8.68
_05276_,8.68
_06798_,8.68
_06851_,8.68
_07571_,8.68
_08639_,8.68
_08996_,8.68
_11432_,8.68
_13076_,8.68
_13549_,8.68
_16770_,8.67
_18124_,8.67
_01627_,8.66
_02671_,8.66
_03661_,8.66
_03961_,8.66
_03970_,8.66
_04005_,8.66
_05459_,8.66
_06833_,8.66
_06956_,8.66
_07904_,8.66
_09131_,8.66
_10627_,8.66
_10682_,8.66
_10832_,8.66
_11399_,8.66
_12164_,8.66
_13822_,8.66
_14458_,8.66
_14466_,8.66
_14610_,8.66
_15190_,8.66
_16036_,8.66
_16266_,8.66
_16370_,8.66
_16682_,8.66
_17525_,8.66
_01880_,8.64
_02241_,8.64
_13505_,8.64
_13778_,8.64
_14334_,8.64
net40,8.64
_03444_,8.635
_13877_,8.63
_03854_,8.62
_06296_,8.62
_06701_,8.62
_07470_,8.62
_12058_,8.62
_12310_,8.62
_14150_,8.62
_16987_,8.62
net244,8.62
_00715_,8.6
_01444_,8.6
_01671_,8.6
_02178_,8.6
_02435_,8.6
_02545_,8.6
_03775_,8.6
_05990_,8.6
_07713_,8.6
_09272_,8.6
_10236_,8.6
_10725_,8.6
_10768_,8.6
_12113_,8.6
_12656_,8.6
_13068_,8.6
_13716_,8.6
_15850_,8.6
_15950_,8.6
_16821_,8.6
_16985_,8.6
u_gain2_sha\[5\],8.6
_12702_,8.59
_18065_,8.59
_00497_,8.58
_02354_,8.58
_02816_,8.58
_03089_,8.58
_03893_,8.58
_03953_,8.58
_04289_,8.58
_04710_,8.58
_05361_,8.58
_05953_,8.58
_06437_,8.58
_07070_,8.58
_08287_,8.58
_08621_,8.58
_11258_,8.58
_11685_,8.58
_12002_,8.58
_12695_,8.58
_12822_,8.58
_13835_,8.58
_13995_,8.58
_14359_,8.58
_15340_,8.58
_15781_,8.58
_16185_,8.58
_16493_,8.58
_18139_,8.58
_18144_,8.58
_18450_,8.58
_00493_,8.56
_01075_,8.56
_01754_,8.56
_01843_,8.56
_02801_,8.56
_02912_,8.56
_04244_,8.56
_04638_,8.56
_04789_,8.56
_05065_,8.56
_05405_,8.56
_05636_,8.56
_05968_,8.56
_06115_,8.56
_06342_,8.56
_06359_,8.56
_06424_,8.56
_07225_,8.56
_07445_,8.56
_07805_,8.56
_08357_,8.56
_08661_,8.56
_09115_,8.56
_09320_,8.56
_10098_,8.56
_10114_,8.56
_11139_,8.56
_13618_,8.56
_13653_,8.56
_13726_,8.56
_13800_,8.56
_14033_,8.56
_14370_,8.56
_15568_,8.56
_16342_,8.56
_16628_,8.56
_17074_,8.56
_17635_,8.56
_11928_,8.555
_08278_,8.55
_00886_,8.54
_01637_,8.54
_03978_,8.54
_03999_,8.54
_04433_,8.54
_05005_,8.54
_08844_,8.54
_11488_,8.54
_12313_,8.54
_13584_,8.54
_15976_,8.54
data_reg\[9\]\[3\],8.54
_00713_,8.52
_01240_,8.52
_05934_,8.52
_07344_,8.52
_07368_,8.52
_08271_,8.52
_08279_,8.52
_10066_,8.52
_11564_,8.52
_11694_,8.52
_12258_,8.52
_13848_,8.52
_13861_,8.52
_14189_,8.52
_14380_,8.52
_14435_,8.52
_14447_,8.52
_14547_,8.52
_14832_,8.52
_18043_,8.52
_18106_,8.52
_18193_,8.52
_07683_,8.51
_02870_,8.505
_04231_,8.505
_00314_,8.5
_00879_,8.5
_03079_,8.5
_03101_,8.5
_04815_,8.5
_06103_,8.5
_06716_,8.5
_11666_,8.5
_12585_,8.5
_13134_,8.5
_13225_,8.5
_15188_,8.5
_15444_,8.5
_15981_,8.5
_00402_,8.485
_01124_,8.48
_01620_,8.48
_02094_,8.48
_02213_,8.48
_02297_,8.48
_02412_,8.48
_04013_,8.48
_05063_,8.48
_07446_,8.48
_07996_,8.48
_09802_,8.48
_10747_,8.48
_10854_,8.48
_11100_,8.48
_11515_,8.48
_11662_,8.48
_12804_,8.48
_12930_,8.48
_15010_,8.48
_16050_,8.48
_17455_,8.48
_16632_,8.475
_13583_,8.47
_03020_,8.46
_03075_,8.46
_03106_,8.46
_04554_,8.46
_04701_,8.46
_05054_,8.46
_05274_,8.46
_06526_,8.46
_07396_,8.46
_07453_,8.46
_09804_,8.46
_10242_,8.46
_12596_,8.46
_13284_,8.46
_15180_,8.46
_15556_,8.46
_15969_,8.46
_16681_,8.46
_17295_,8.46
_17985_,8.46
_17451_,8.455
_14290_,8.445
_02246_,8.44
_02397_,8.44
_03058_,8.44
_03237_,8.44
_03363_,8.44
_03433_,8.44
_03720_,8.44
_05217_,8.44
_06040_,8.44
_06870_,8.44
_08032_,8.44
_08065_,8.44
_08246_,8.44
_08672_,8.44
_09111_,8.44
_09401_,8.44
_10115_,8.44
_10691_,8.44
_10858_,8.44
_11358_,8.44
_11467_,8.44
_11965_,8.44
_12966_,8.44
_13216_,8.44
_13915_,8.44
_14038_,8.44
_14107_,8.44
_14245_,8.44
_14280_,8.44
_15089_,8.44
_15217_,8.44
_16590_,8.44
_17818_,8.44
_17920_,8.44
_18389_,8.44
data_reg\[18\]\[7\],8.44
_01170_,8.42
_03257_,8.42
_05997_,8.42
_06398_,8.42
_06555_,8.42
_07079_,8.42
_07240_,8.42
_08172_,8.42
_08561_,8.42
_10091_,8.42
_11182_,8.42
_16719_,8.42
_02525_,8.4
_03070_,8.4
_03501_,8.4
_05248_,8.4
_05269_,8.4
_05824_,8.4
_05837_,8.4
_06361_,8.4
_06900_,8.4
_07326_,8.4
_09310_,8.4
_10965_,8.4
_14429_,8.4
_14860_,8.4
_15379_,8.4
_16859_,8.4
_13855_,8.39
_00889_,8.38
_04854_,8.38
_05888_,8.38
_05918_,8.38
_06842_,8.38
_08184_,8.38
_09504_,8.38
_12645_,8.38
_15983_,8.38
_16548_,8.38
_16963_,8.38
_12794_,8.37
_12995_,8.37
_02980_,8.365
_03535_,8.36
_06265_,8.36
_06995_,8.36
_07407_,8.36
_07589_,8.36
_07723_,8.36
_08046_,8.36
_08396_,8.36
_09853_,8.36
_10300_,8.36
_10961_,8.36
_11156_,8.36
_12226_,8.36
_12408_,8.36
_12451_,8.36
_13928_,8.36
_14614_,8.36
_16478_,8.36
_18224_,8.36
net151,8.36
net274,8.36
_14526_,8.355
_18364_,8.345
_05062_,8.34
_06807_,8.34
_07141_,8.34
_08289_,8.34
_10551_,8.34
_12654_,8.34
_13295_,8.34
_13449_,8.34
_13734_,8.34
_13783_,8.34
_14857_,8.34
_15314_,8.34
_15573_,8.34
_15797_,8.34
_15990_,8.34
_16205_,8.34
_16552_,8.34
_17408_,8.34
_17893_,8.34
_17935_,8.34
_00625_,8.32
_00797_,8.32
_00953_,8.32
_02078_,8.32
_02502_,8.32
_03903_,8.32
_04515_,8.32
_07883_,8.32
_07989_,8.32
_08579_,8.32
_10412_,8.32
_10869_,8.32
_12944_,8.32
_13240_,8.32
_13469_,8.32
_13552_,8.32
_13784_,8.32
_13818_,8.32
_14627_,8.32
_14748_,8.32
_15003_,8.32
_15043_,8.32
_15087_,8.32
_15695_,8.32
_16683_,8.32
_16944_,8.32
_17364_,8.32
_18059_,8.32
_18171_,8.32
_18172_,8.32
data_reg\[14\]\[2\],8.32
net273,8.32
_06781_,8.31
_06161_,8.3
_06285_,8.3
_06989_,8.3
_07789_,8.3
_08902_,8.3
_01437_,8.28
_08038_,8.28
_09098_,8.28
_10880_,8.28
_11827_,8.28
_14757_,8.28
net23,8.28
clknet_leaf_50_clk,8.28
_01286_,8.26
_01410_,8.26
_03165_,8.26
_03270_,8.26
_06803_,8.26
_07329_,8.26
_13508_,8.26
_14284_,8.26
_15083_,8.26
_15177_,8.26
_15263_,8.26
_16383_,8.26
_18316_,8.26
_16312_,8.255
_04487_,8.25
_00421_,8.24
_00586_,8.24
_01791_,8.24
_03404_,8.24
_03462_,8.24
_06325_,8.24
_06337_,8.24
_06543_,8.24
_07639_,8.24
_09141_,8.24
_11479_,8.24
_11808_,8.24
_11949_,8.24
_12783_,8.24
_13640_,8.24
_13769_,8.24
_14182_,8.24
_14750_,8.24
_14828_,8.24
_15338_,8.24
_16853_,8.24
data_reg\[14\]\[1\],8.24
data_reg\[6\]\[0\],8.24
data_reg\[9\]\[7\],8.24
_16014_,8.235
_17009_,8.235
_01239_,8.23
_06599_,8.23
_02608_,8.22
_04724_,8.22
_04996_,8.22
_05733_,8.22
_09559_,8.22
_13062_,8.22
_13271_,8.22
_13531_,8.22
_15306_,8.22
data_reg\[30\]\[3\],8.22
_01836_,8.2
_02054_,8.2
_02894_,8.2
_03928_,8.2
_05284_,8.2
_05395_,8.2
_07125_,8.2
_07257_,8.2
_09273_,8.2
_10836_,8.2
_11074_,8.2
_12670_,8.2
_12969_,8.2
_13301_,8.2
_13419_,8.2
_14689_,8.2
_15049_,8.2
_15080_,8.2
_15584_,8.2
_15799_,8.2
_06214_,8.195
_08105_,8.18
_09056_,8.18
_11459_,8.18
_00200_,8.16
_01756_,8.16
_02786_,8.16
_04504_,8.16
_05995_,8.16
_06172_,8.16
_08472_,8.16
_10719_,8.16
_11237_,8.16
_17429_,8.16
_18462_,8.16
_06887_,8.15
_11726_,8.15
_01527_,8.14
_01828_,8.14
_02081_,8.14
_05384_,8.14
_05974_,8.14
_07094_,8.14
_07616_,8.14
_08687_,8.14
_09666_,8.14
_10664_,8.14
_13500_,8.14
_15660_,8.14
_16677_,8.14
_17872_,8.14
_18427_,8.14
_08852_,8.13
_03250_,8.12
_04328_,8.12
_04864_,8.12
_05831_,8.12
_07402_,8.12
_07814_,8.12
_07858_,8.12
_08126_,8.12
_08328_,8.12
_08981_,8.12
_09142_,8.12
_10661_,8.12
_11414_,8.12
_11658_,8.12
_11766_,8.12
_12174_,8.12
_12882_,8.12
_13251_,8.12
_13422_,8.12
_13528_,8.12
_14264_,8.12
_14275_,8.12
_14395_,8.12
_15658_,8.12
_16344_,8.12
data_reg\[18\]\[0\],8.12
_00693_,8.1
_00719_,8.1
_01333_,8.1
_01652_,8.1
_01798_,8.1
_02077_,8.1
_02113_,8.1
_02326_,8.1
_02599_,8.1
_02950_,8.1
_02954_,8.1
_03834_,8.1
_03973_,8.1
_03989_,8.1
_04156_,8.1
_04560_,8.1
_05118_,8.1
_05210_,8.1
_05839_,8.1
_06114_,8.1
_06278_,8.1
_06484_,8.1
_06949_,8.1
_07785_,8.1
_08182_,8.1
_08260_,8.1
_08282_,8.1
_08509_,8.1
_08849_,8.1
_09770_,8.1
_11043_,8.1
_11244_,8.1
_11628_,8.1
_11992_,8.1
_13022_,8.1
_15074_,8.1
_15867_,8.1
_15899_,8.1
_16108_,8.1
_16169_,8.1
_16280_,8.1
_16911_,8.1
_18159_,8.1
_07082_,8.095
_15504_,8.09
_00375_,8.085
_00460_,8.08
_03177_,8.08
_04488_,8.08
_10502_,8.08
_13013_,8.08
_14007_,8.08
_14313_,8.08
_15433_,8.08
_17686_,8.08
data_reg\[12\]\[5\],8.08
_10598_,8.075
_09734_,8.07
_13041_,8.065
_02196_,8.06
_03109_,8.06
_06471_,8.06
_06756_,8.06
_08443_,8.06
_08594_,8.06
_08967_,8.06
_09636_,8.06
_09693_,8.06
_10234_,8.06
_11721_,8.06
_13064_,8.06
_14920_,8.06
_16670_,8.06
_17708_,8.06
_03474_,8.05
_07421_,8.045
_03273_,8.04
_03597_,8.04
_03681_,8.04
_05525_,8.04
