net,length_um
_09414_,11.72
_09596_,11.72
_12043_,11.72
_13294_,11.72
_14633_,11.72
_16348_,11.72
_17757_,11.72
_01003_,11.7
_05160_,11.7
_06646_,11.7
_07792_,11.7
_07917_,11.7
_08123_,11.7
_10577_,11.7
_10657_,11.7
_10920_,11.7
_12106_,11.7
_12766_,11.7
_14833_,11.7
_18173_,11.7
_01101_,11.695
_04084_,11.69
_03493_,11.68
_05848_,11.68
_07588_,11.68
_09292_,11.68
_13695_,11.68
_14365_,11.68
_15640_,11.68
_16058_,11.68
_16247_,11.68
_18397_,11.68
_13611_,11.675
_01913_,11.66
_02860_,11.66
_06042_,11.66
_10555_,11.66
_14030_,11.66
_15278_,11.66
_15414_,11.66
_18133_,11.66
net15,11.66
_01674_,11.64
_02133_,11.64
_04639_,11.64
_05989_,11.64
_14971_,11.64
_16733_,11.64
_16744_,11.64
_16774_,11.64
_07356_,11.635
_01206_,11.62
_01369_,11.62
_03190_,11.62
_04011_,11.62
_06483_,11.62
_06739_,11.62
_06987_,11.62
_07298_,11.62
_07580_,11.62
_08500_,11.62
_08604_,11.62
_10867_,11.62
_11201_,11.62
_11968_,11.62
_13503_,11.62
_15669_,11.62
_15840_,11.62
_16407_,11.62
_16650_,11.62
_17433_,11.62
_18285_,11.62
_18401_,11.62
_15685_,11.605
_00414_,11.6
_00673_,11.6
_04935_,11.6
_05594_,11.6
_09578_,11.6
_11337_,11.6
_11875_,11.6
_12805_,11.6
_16899_,11.6
_17622_,11.6
_01145_,11.58
_02028_,11.58
_02534_,11.58
_02623_,11.58
_02716_,11.58
_05184_,11.58
_06742_,11.58
_07518_,11.58
_08459_,11.58
_09168_,11.58
_10042_,11.58
_10596_,11.58
_11836_,11.58
_13181_,11.58
_13879_,11.58
_14450_,11.58
_14506_,11.58
_14880_,11.58
_15151_,11.58
_17217_,11.58
_17993_,11.58
_13885_,11.57
_01413_,11.56
_01899_,11.56
_03678_,11.56
_04902_,11.56
_08311_,11.56
_10839_,11.56
_11276_,11.56
_14223_,11.56
_15895_,11.56
_11440_,11.555
_01030_,11.54
_01921_,11.54
_02905_,11.54
_05487_,11.54
_05853_,11.54
_06247_,11.54
_06290_,11.54
_07208_,11.54
_11328_,11.54
_12558_,11.54
_13124_,11.54
_13964_,11.54
_15614_,11.54
_15907_,11.54
_18145_,11.54
_01688_,11.52
_02307_,11.52
_03267_,11.52
_08142_,11.52
_09041_,11.52
_09196_,11.52
_11171_,11.52
_12593_,11.52
_16120_,11.52
data_reg\[28\]\[1\],11.52
_02407_,11.5
_03867_,11.5
_04937_,11.5
_05286_,11.5
_05970_,11.5
_06825_,11.5
_06978_,11.5
_07171_,11.5
_07873_,11.5
_07993_,11.5
_08378_,11.5
_11542_,11.5
_12533_,11.5
_14981_,11.5
_18182_,11.5
_12328_,11.49
data_reg\[5\]\[2\],11.49
_02180_,11.48
_02911_,11.48
_03140_,11.48
_06335_,11.48
_10344_,11.48
_10878_,11.48
_11162_,11.48
_13675_,11.48
_05785_,11.47
_13030_,11.47
_03036_,11.46
_03671_,11.46
_05593_,11.46
_06879_,11.46
_11314_,11.46
_11727_,11.46
_13401_,11.46
_14499_,11.46
_14559_,11.46
_15171_,11.46
_15270_,11.46
_15348_,11.46
_15690_,11.46
_15750_,11.46
_15964_,11.46
_16642_,11.46
_16666_,11.46
_17631_,11.46
_17875_,11.46
_02251_,11.44
_07943_,11.44
_11982_,11.44
_15193_,11.44
_15766_,11.44
_17164_,11.44
_02025_,11.425
_01747_,11.42
_01926_,11.42
_02128_,11.42
_03649_,11.42
_03768_,11.42
_04008_,11.42
_04045_,11.42
_05645_,11.42
_05902_,11.42
_06112_,11.42
_06384_,11.42
_06474_,11.42
_06623_,11.42
_08890_,11.42
_12365_,11.42
_12745_,11.42
_13050_,11.42
_16461_,11.42
u_gain2\[21\],11.42
_02554_,11.4
_05469_,11.4
_08707_,11.4
_08816_,11.4
_09011_,11.4
_11373_,11.4
_14472_,11.4
_03344_,11.39
_07900_,11.39
_00835_,11.38
_00984_,11.38
_01572_,11.38
_02448_,11.38
_03345_,11.38
_04994_,11.38
_06259_,11.38
_06349_,11.38
_06444_,11.38
_07175_,11.38
_11540_,11.38
_12004_,11.38
_12517_,11.38
_13796_,11.38
_13930_,11.38
_14694_,11.38
_14797_,11.38
_14845_,11.38
_15971_,11.38
_16377_,11.38
data_reg\[30\]\[1\],11.38
_03728_,11.36
_07543_,11.36
_08663_,11.36
_12229_,11.36
_14672_,11.36
_17880_,11.36
_18138_,11.36
_09318_,11.35
_14076_,11.35
_00802_,11.34
_02296_,11.34
_04943_,11.34
_09226_,11.34
_11322_,11.34
_12957_,11.34
_13299_,11.34
_15531_,11.34
_17452_,11.34
_17623_,11.34
_18266_,11.34
_02366_,11.33
_03709_,11.325
_16734_,11.325
_00528_,11.32
_04264_,11.32
_05472_,11.32
_09963_,11.32
_10305_,11.32
_10313_,11.32
_13341_,11.32
_16394_,11.32
_16503_,11.32
_17510_,11.32
_17598_,11.32
net279,11.32
_01036_,11.315
_09810_,11.315
_01160_,11.3
_02634_,11.3
_03781_,11.3
_04690_,11.3
_14015_,11.3
_14036_,11.3
_17352_,11.3
_18131_,11.3
data_reg\[19\]\[3\],11.3
data_reg\[8\]\[7\],11.3
_09309_,11.29
_02390_,11.28
_07844_,11.28
_07889_,11.28
_08120_,11.28
_11220_,11.28
_11301_,11.28
_12989_,11.28
_13138_,11.28
_13215_,11.28
_14109_,11.28
_14836_,11.28
_17253_,11.28
_18076_,11.28
_01633_,11.26
_02514_,11.26
_02571_,11.26
_05543_,11.26
_06011_,11.26
_07309_,11.26
_08971_,11.26
_13172_,11.26
_13402_,11.26
_13477_,11.26
_16087_,11.26
_16836_,11.26
_01850_,11.24
_02091_,11.24
_02442_,11.24
_03378_,11.24
_03401_,11.24
_03702_,11.24
_04259_,11.24
_06304_,11.24
_06530_,11.24
_06570_,11.24
_07285_,11.24
_09092_,11.24
_11331_,11.24
_12776_,11.24
_14548_,11.24
_17968_,11.24
_08135_,11.23
_01891_,11.22
_05091_,11.22
_05861_,11.22
_07335_,11.22
_08011_,11.22
_08173_,11.22
_13979_,11.22
_16873_,11.22
_17572_,11.22
_15773_,11.21
data_reg\[31\]\[2\],11.205
_00566_,11.2
_01198_,11.2
_03357_,11.2
_03369_,11.2
_03862_,11.2
_05707_,11.2
_06470_,11.2
_08630_,11.2
_12183_,11.2
_13649_,11.2
_15104_,11.2
_16768_,11.2
_17646_,11.2
data_reg\[0\]\[0\],11.2
_07722_,11.195
_02008_,11.18
_02285_,11.18
_09434_,11.18
_09499_,11.18
_10244_,11.18
_11029_,11.18
_11659_,11.18
_11940_,11.18
_13081_,11.18
_13898_,11.18
_13999_,11.18
_16943_,11.18
_17932_,11.18
data_reg\[24\]\[6\],11.18
data_reg\[28\]\[5\],11.18
_00962_,11.17
_03394_,11.16
_05288_,11.16
_06184_,11.16
_06697_,11.16
_08421_,11.16
_11332_,11.16
_11448_,11.16
_11543_,11.16
_12284_,11.16
_12658_,11.16
_12931_,11.16
_13450_,11.16
_13795_,11.16
_13894_,11.16
_17505_,11.16
_17873_,11.16
_18004_,11.16
_18095_,11.16
_02343_,11.14
_03026_,11.14
_05051_,11.14
_05136_,11.14
_06314_,11.14
_11942_,11.14
_11953_,11.14
_12354_,11.14
_13190_,11.14
_00856_,11.13
_12560_,11.13
_00900_,11.125
_01568_,11.12
_01774_,11.12
_04512_,11.12
_05901_,11.12
_06704_,11.12
_06930_,11.12
_07384_,11.12
_07920_,11.12
_08286_,11.12
_08293_,11.12
_09618_,11.12
_09628_,11.12
_09639_,11.12
_10486_,11.12
_12837_,11.12
_13900_,11.12
_14041_,11.12
_14780_,11.12
_15068_,11.12
_15295_,11.12
_17305_,11.12
_02432_,11.115
_01796_,11.1
_02437_,11.1
_03652_,11.1
_03951_,11.1
_05955_,11.1
_06797_,11.1
_08631_,11.1
_10968_,11.1
_14517_,11.1
_15572_,11.1
_16337_,11.1
_16633_,11.1
net295,11.1
_01745_,11.08
_02193_,11.08
_02378_,11.08
_04471_,11.08
_05530_,11.08
_07009_,11.08
_08057_,11.08
_08098_,11.08
_12564_,11.08
_13136_,11.08
_14590_,11.08
_14637_,11.08
_04247_,11.06
_11936_,11.06
_15391_,11.06
_15400_,11.06
_17407_,11.06
count\[7\],11.06
_16488_,11.05
_04391_,11.04
_04519_,11.04
_04972_,11.04
_05221_,11.04
_06933_,11.04
_07112_,11.04
_07498_,11.04
_07538_,11.04
_07905_,11.04
_08048_,11.04
_09843_,11.04
_10699_,11.04
_13239_,11.04
_15955_,11.04
_16529_,11.04
_16669_,11.04
_18164_,11.04
data_reg\[0\]\[3\],11.04
_02408_,11.02
_10658_,11.02
_12956_,11.02
_13106_,11.02
_16579_,11.02
_16048_,11.01
_00687_,11
_02314_,11
_02322_,11
_03175_,11
_03882_,11
_05178_,11
_05572_,11
_07492_,11
_08969_,11
_10603_,11
_12180_,11
_12363_,11
_14381_,11
_15155_,11
_15991_,11
_17023_,11
_17093_,11
_04850_,10.98
_06012_,10.98
_07680_,10.98
_12662_,10.98
_15744_,10.98
_16345_,10.97
_01190_,10.96
_01523_,10.96
_01793_,10.96
_02023_,10.96
_02687_,10.96
_03682_,10.96
_04621_,10.96
_04695_,10.96
_05506_,10.96
_07829_,10.96
_09631_,10.96
_12932_,10.96
_14238_,10.96
_14643_,10.96
_15385_,10.96
_16783_,10.96
_17160_,10.96
_17603_,10.96
_18090_,10.96
u_gain3\[3\],10.96
_04477_,10.94
_05434_,10.94
_05533_,10.94
_10574_,10.94
_11989_,10.94
_14206_,10.94
_15789_,10.94
_17837_,10.93
_00577_,10.92
_01362_,10.92
_01436_,10.92
_02713_,10.92
_06758_,10.92
_06895_,10.92
_07973_,10.92
_12735_,10.92
_14042_,10.92
_15192_,10.92
_16691_,10.92
_17340_,10.92
_17643_,10.92
_18020_,10.92
_03144_,10.9
_03820_,10.9
_03859_,10.9
_05512_,10.9
_10794_,10.9
_13594_,10.9
_16631_,10.9
_18091_,10.9
_01041_,10.88
_01466_,10.88
_02559_,10.88
_02805_,10.88
_04024_,10.88
_07156_,10.88
_11484_,10.88
_11777_,10.88
_12358_,10.88
_15480_,10.88
_15619_,10.88
_17754_,10.88
_01864_,10.87
_18223_,10.87
_02541_,10.86
_03049_,10.86
_05801_,10.86
_06462_,10.86
_07095_,10.86
_07848_,10.86
_08626_,10.86
_08802_,10.86
_13379_,10.86
net297,10.86
_06465_,10.85
_01763_,10.84
_02461_,10.84
_02829_,10.84
_03234_,10.84
_04256_,10.84
_04349_,10.84
_04410_,10.84
_07747_,10.84
_11166_,10.84
_11401_,10.84
_16401_,10.84
_17304_,10.84
_17843_,10.84
_10769_,10.835
_01212_,10.82
_01311_,10.82
_01970_,10.82
_03869_,10.82
_04212_,10.82
_05137_,10.82
_05998_,10.82
_07223_,10.82
_09803_,10.82
_10813_,10.82
_14213_,10.82
_14257_,10.82
_14664_,10.82
_15684_,10.82
_16936_,10.82
_04297_,10.81
_17495_,10.81
_01394_,10.8
_01677_,10.8
_03514_,10.8
_04964_,10.8
_05651_,10.8
_07500_,10.8
_10359_,10.8
_10860_,10.8
_12014_,10.8
_14079_,10.8
_15846_,10.8
_16305_,10.8
_16501_,10.795
_01300_,10.78
_01462_,10.78
_04909_,10.78
_05964_,10.78
_09240_,10.78
_13473_,10.78
_15635_,10.78
_17033_,10.78
net14,10.78
_03419_,10.775
_00829_,10.76
_02289_,10.76
_03760_,10.76
_03765_,10.76
_06374_,10.76
_07333_,10.76
_07433_,10.76
_07970_,10.76
_13912_,10.76
_14084_,10.76
_14098_,10.76
_14582_,10.76
_18048_,10.76
_01469_,10.75
_00755_,10.74
_00822_,10.74
_01570_,10.74
_05112_,10.74
_05287_,10.74
_05759_,10.74
_06104_,10.74
_06440_,10.74
_06619_,10.74
_07404_,10.74
_08086_,10.74
_08259_,10.74
_10513_,10.74
_12052_,10.74
_13227_,10.74
_14761_,10.74
_15507_,10.74
_16282_,10.74
_16525_,10.74
_17282_,10.74
data_reg\[29\]\[3\],10.74
data_reg\[6\]\[2\],10.74
net293,10.74
_00520_,10.72
_03687_,10.72
_05368_,10.72
_06455_,10.72
_07427_,10.72
_08034_,10.72
_08269_,10.72
_09524_,10.72
_12377_,10.72
_13428_,10.72
_13593_,10.72
net26,10.72
_15917_,10.71
_01877_,10.7
_03329_,10.7
_04589_,10.7
_05035_,10.7
_05131_,10.7
_06050_,10.7
_06287_,10.7
_06426_,10.7
_07113_,10.7
_07605_,10.7
_07781_,10.7
_08664_,10.7
_09252_,10.7
_11317_,10.7
_11651_,10.7
_11819_,10.7
_12056_,10.7
_14503_,10.7
_14873_,10.7
_14938_,10.7
_14944_,10.7
_15583_,10.7
_16648_,10.7
_16907_,10.7
_17367_,10.7
data_reg\[23\]\[3\],10.7
_01316_,10.68
_03917_,10.68
_05036_,10.68
_05750_,10.68
_06130_,10.68
_08371_,10.68
_11784_,10.68
_12240_,10.68
_13358_,10.68
_15509_,10.68
_16425_,10.68
data_in[7],10.68
_11712_,10.67
_01343_,10.66
_02282_,10.66
_02300_,10.66
_04655_,10.66
_06008_,10.66
_07362_,10.66
_08610_,10.66
_09250_,10.66
_11736_,10.66
_12329_,10.66
_13017_,10.66
_14799_,10.66
_14923_,10.66
_16356_,10.66
_17800_,10.66
data_reg\[0\]\[7\],10.66
clknet_leaf_53_clk,10.66
_02009_,10.65
_06731_,10.65
_01528_,10.64
_02061_,10.64
_02101_,10.64
_07489_,10.64
_08013_,10.64
_11324_,10.64
_11640_,10.64
_12629_,10.64
_12866_,10.64
_14029_,10.64
_16293_,10.64
_16420_,10.64
_16663_,10.64
_17642_,10.64
_17811_,10.64
_03767_,10.635
_08297_,10.63
_00789_,10.62
_02380_,10.62
_05340_,10.62
_06267_,10.62
_06961_,10.62
_07358_,10.62
_07867_,10.62
_08017_,10.62
_08231_,10.62
_08732_,10.62
_11491_,10.62
_12778_,10.62
_13572_,10.62
_13604_,10.62
_13690_,10.62
_15239_,10.62
_15574_,10.62
_16159_,10.62
_16180_,10.62
_16994_,10.62
_17856_,10.62
_18029_,10.62
_18483_,10.62
_18411_,10.61
_02323_,10.6
_06125_,10.6
_07791_,10.6
_09652_,10.6
_16448_,10.6
_17028_,10.6
_00970_,10.58
_01879_,10.58
_02189_,10.58
_02520_,10.58
_04163_,10.58
_04325_,10.58
_06380_,10.58
_07289_,10.58
_07952_,10.58
_08334_,10.58
_11334_,10.58
_11909_,10.58
_12390_,10.58
_14231_,10.58
_11470_,10.575
_02233_,10.56
_04110_,10.56
_05134_,10.56
_10361_,10.56
_13691_,10.56
_16121_,10.56
_16765_,10.56
_18417_,10.56
_00571_,10.54
_01478_,10.54
_02223_,10.54
_03838_,10.54
_04002_,10.54
_04074_,10.54
_04345_,10.54
_04654_,10.54
_06486_,10.54
_11700_,10.54
_13926_,10.54
_14010_,10.54
_14439_,10.54
_15851_,10.54
_16550_,10.54
_17615_,10.54
_18142_,10.54
data_reg\[30\]\[5\],10.54
data_reg\[3\]\[3\],10.54
_03593_,10.52
_04167_,10.52
_07490_,10.52
_08904_,10.52
_10755_,10.52
_14656_,10.52
_16359_,10.52
_16747_,10.52
_01865_,10.51
_14001_,10.51
_00424_,10.5
_01787_,10.5
_01848_,10.5
_02496_,10.5
_02585_,10.5
_06067_,10.5
_06492_,10.5
_07929_,10.5
_08294_,10.5
_09274_,10.5
_10428_,10.5
_10680_,10.5
_10790_,10.5
_11303_,10.5
_11695_,10.5
_14271_,10.5
_15341_,10.5
_16206_,10.5
_16571_,10.5
_00988_,10.48
_03107_,10.48
_03874_,10.48
_06177_,10.48
_07459_,10.48
_08798_,10.48
_11788_,10.48
_12381_,10.48
_14361_,10.48
_15012_,10.48
_16490_,10.48
_16118_,10.475
_03217_,10.46
_03481_,10.46
_14026_,10.46
_14591_,10.46
_18232_,10.46
net63,10.46
_01068_,10.44
_04021_,10.44
_07342_,10.44
_07576_,10.44
_08185_,10.44
_08497_,10.44
_12068_,10.44
_12296_,10.44
_12897_,10.44
_14293_,10.44
_14433_,10.44
_15037_,10.44
_15733_,10.44
_18158_,10.44
_13405_,10.435
_01641_,10.43
_12903_,10.43
_00799_,10.42
_00852_,10.42
_01103_,10.42
_03010_,10.42
_03291_,10.42
_03420_,10.42
_03756_,10.42
_05537_,10.42
_06289_,10.42
_06613_,10.42
_07142_,10.42
_07269_,10.42
_08280_,10.42
_08416_,10.42
_13120_,10.42
_13196_,10.42
_14058_,10.42
_15020_,10.42
_16170_,10.42
_17931_,10.42
_17994_,10.42
_18400_,10.42
data_reg\[0\]\[1\],10.42
_00963_,10.41
_01280_,10.4
_02756_,10.4
_03204_,10.4
_03914_,10.4
_04203_,10.4
_04432_,10.4
_04438_,10.4
_04784_,10.4
_05104_,10.4
_05981_,10.4
_06205_,10.4
_08855_,10.4
_13373_,10.4
_13850_,10.4
_15287_,10.4
_16097_,10.4
_17860_,10.4
net308,10.4
_03370_,10.39
_18044_,10.39
data_reg\[19\]\[7\],10.39
_00950_,10.38
_01692_,10.38
_02909_,10.38
_04207_,10.38
_04469_,10.38
_04735_,10.38
_05659_,10.38
_05664_,10.38
_06712_,10.38
_07134_,10.38
_07215_,10.38
_07472_,10.38
_07732_,10.38
_10547_,10.38
_10903_,10.38
_11170_,10.38
_11447_,10.38
_11746_,10.38
_12951_,10.38
_13158_,10.38
_15659_,10.38
_15973_,10.38
_16685_,10.38
_17852_,10.38
_05545_,10.375
_00660_,10.36
_04687_,10.36
_07147_,10.36
_07621_,10.36
_09534_,10.36
_09822_,10.36
_10215_,10.36
_12958_,10.36
_13139_,10.36
_13513_,10.36
_13897_,10.36
_14161_,10.36
_16152_,10.36
_02372_,10.34
_05078_,10.34
_06183_,10.34
_06240_,10.34
_09961_,10.34
_12815_,10.34
_13090_,10.34
_13962_,10.34
_14283_,10.34
_14314_,10.34
_14326_,10.34
_14402_,10.34
_14754_,10.34
_15721_,10.34
_16325_,10.34
_18119_,10.34
_18251_,10.34
_00469_,10.32
_00522_,10.32
_02889_,10.32
_03066_,10.32
_04085_,10.32
_06246_,10.32
_07556_,10.32
_07770_,10.32
_08137_,10.32
_08767_,10.32
_08850_,10.32
_11710_,10.32
_11866_,10.32
_13692_,10.32
_15130_,10.32
_16726_,10.32
_16830_,10.32
_02675_,10.3
_02850_,10.3
_03564_,10.3
_03575_,10.3
_05009_,10.3
_07995_,10.3
_08264_,10.3
_09198_,10.3
_10112_,10.3
_12249_,10.3
_13724_,10.3
_14645_,10.3
_15117_,10.3
_17764_,10.3
_17819_,10.3
_01654_,10.28
_02714_,10.28
_04750_,10.28
_07534_,10.28
_08385_,10.28
_08613_,10.28
_09543_,10.28
_12218_,10.28
_12689_,10.28
_13802_,10.28
_15416_,10.28
_16217_,10.28
_17129_,10.28
_17799_,10.28
_12170_,10.275
_00818_,10.26
_02683_,10.26
_03050_,10.26
_03164_,10.26
_03783_,10.26
_04528_,10.26
_05575_,10.26
_06318_,10.26
_07083_,10.26
_08029_,10.26
_11235_,10.26
_13776_,10.26
_17094_,10.26
_01053_,10.24
_02100_,10.24
_02654_,10.24
_02927_,10.24
_04332_,10.24
_05311_,10.24
_07569_,10.24
_07954_,10.24
_08404_,10.24
_08666_,10.24
_09586_,10.24
_10298_,10.24
_11246_,10.24
_13755_,10.24
_15926_,10.24
_16149_,10.24
_16688_,10.24
_17207_,10.24
_17342_,10.24
_17962_,10.24
_18286_,10.24
_06504_,10.22
_07834_,10.22
_08314_,10.22
_08986_,10.22
_12998_,10.22
_14421_,10.22
_15061_,10.22
_15201_,10.22
_00617_,10.2
_00694_,10.2
_01721_,10.2
_01729_,10.2
_01740_,10.2
_03405_,10.2
_04702_,10.2
_05526_,10.2
_05945_,10.2
_05972_,10.2
_07934_,10.2
_07948_,10.2
_09202_,10.2
_09217_,10.2
_10613_,10.2
_11234_,10.2
_11653_,10.2
_13297_,10.2
_13425_,10.2
_14152_,10.2
_14616_,10.2
_14945_,10.2
_15768_,10.2
_16279_,10.2
_17871_,10.2
_18190_,10.2
data_reg\[19\]\[5\],10.2
_02802_,10.19
_01255_,10.18
_03785_,10.18
_05265_,10.18
_05935_,10.18
_07028_,10.18
_07537_,10.18
_11490_,10.18
_18098_,10.18
_18163_,10.18
_18217_,10.18
_18338_,10.18
data_reg\[7\]\[4\],10.18
_06894_,10.17
_00919_,10.16
_01165_,10.16
_01328_,10.16
_01351_,10.16
_01752_,10.16
_02338_,10.16
_03078_,10.16
_03952_,10.16
_04201_,10.16
_05445_,10.16
_10810_,10.16
_11980_,10.16
_13807_,10.16
_14756_,10.16
_16107_,10.16
_16496_,10.16
_18360_,10.16
net305,10.16
_02394_,10.155
_00264_,10.145
_03885_,10.14
_04491_,10.14
_05133_,10.14
_06355_,10.14
_12934_,10.14
_16129_,10.14
_00498_,10.12
_01703_,10.12
_03592_,10.12
_08075_,10.12
_10510_,10.12
_10964_,10.12
_11369_,10.12
_12030_,10.12
_14580_,10.12
_04660_,10.1
_06641_,10.1
_07739_,10.1
_11518_,10.1
_14211_,10.1
_14968_,10.1
_02856_,10.095
_04025_,10.09
_14735_,10.09
_00717_,10.08
_03239_,10.08
_03455_,10.08
_05653_,10.08
_06151_,10.08
_06488_,10.08
_07467_,10.08
_08261_,10.08
_08839_,10.08
_09008_,10.08
_10567_,10.08
_11125_,10.08
_11509_,10.08
_12831_,10.08
_13684_,10.08
_14333_,10.08
_15290_,10.08
_15888_,10.08
_16892_,10.08
_17156_,10.08
_17824_,10.08
_17956_,10.08
_18156_,10.08
data_reg\[12\]\[0\],10.08
data_reg\[4\]\[4\],10.08
_03646_,10.07
_02916_,10.06
_03016_,10.06
_04411_,10.06
_04944_,10.06
_05937_,10.06
_06154_,10.06
_13809_,10.06
_17698_,10.06
_18332_,10.06
_17084_,10.055
_08103_,10.05
_13387_,10.05
_00283_,10.045
_00664_,10.04
_01491_,10.04
_02719_,10.04
_03322_,10.04
_04361_,10.04
_06565_,10.04
_06639_,10.04
_08070_,10.04
_09100_,10.04
_10807_,10.04
_10971_,10.04
_12625_,10.04
_13394_,10.04
_13942_,10.04
_14888_,10.04
_15164_,10.04
_16198_,10.04
_16322_,10.04
_17019_,10.04
_17179_,10.04
_18125_,10.04
_00896_,10.02
_01275_,10.02
_01749_,10.02
_10758_,10.02
_14816_,10.02
_16283_,10.02
_05560_,10.015
_07606_,10.01
_02243_,10
_04481_,10
_04837_,10
_05305_,10
_05306_,10
_07136_,10
_10644_,10
_12025_,10
_12394_,10
_12684_,10
_13718_,10
_15354_,10
_16653_,10
u_gain1\[16\],10
_03959_,9.995
_14407_,9.99
_14681_,9.99
_18201_,9.99
_00834_,9.98
_01120_,9.98
_01490_,9.98
_04958_,9.98
_06446_,9.98
_06475_,9.98
_10301_,9.98
_11392_,9.98
_14570_,9.98
_14914_,9.98
_16872_,9.98
_16968_,9.98
_06643_,9.97
_14080_,9.97
_01179_,9.96
_01918_,9.96
_02272_,9.96
_03414_,9.96
_04765_,9.96
_05028_,9.96
_05965_,9.96
_06774_,9.96
_07780_,9.96
_10147_,9.96
_12155_,9.96
_14665_,9.96
_14814_,9.96
_16527_,9.96
_13698_,9.955
_14595_,9.955
_01196_,9.94
_01750_,9.94
_01907_,9.94
_02225_,9.94
_02476_,9.94
_02489_,9.94
_03024_,9.94
_04503_,9.94
_05818_,9.94
_06178_,9.94
_09919_,9.94
_10397_,9.94
_12988_,9.94
_13312_,9.94
_13597_,9.94
_13891_,9.94
_15529_,9.94
_15567_,9.94
_15787_,9.94
_15892_,9.94
_16275_,9.94
_16324_,9.94
_17091_,9.94
_18093_,9.94
_18271_,9.94
net68,9.94
_01890_,9.93
_00436_,9.92
_01376_,9.92
_01882_,9.92
_03398_,9.92
_03672_,9.92
_04521_,9.92
_05678_,9.92
_06173_,9.92
_06293_,9.92
_06466_,9.92
_06499_,9.92
_07187_,9.92
_07210_,9.92
_07243_,9.92
_10545_,9.92
_10587_,9.92
_10779_,9.92
_13089_,9.92
_13788_,9.92
_15643_,9.92
_15693_,9.92
_16474_,9.92
_06016_,9.91
_03170_,9.905
_01900_,9.9
_02148_,9.9
_05153_,9.9
_06976_,9.9
_07279_,9.9
_07378_,9.9
_07777_,9.9
_09625_,9.9
_10497_,9.9
_12466_,9.9
_13079_,9.9
_17940_,9.9
_00500_,9.89
_01138_,9.88
_01476_,9.88
_04781_,9.88
_04833_,9.88
_06880_,9.88
_06928_,9.88
_07090_,9.88
_12649_,9.88
_12683_,9.88
_14031_,9.88
_15335_,9.88
_15554_,9.88
_15647_,9.88
_07771_,9.875
_03531_,9.86
_04188_,9.86
_05390_,9.86
_06698_,9.86
_07085_,9.86
_07482_,9.86
_09438_,9.86
_12210_,9.86
_12384_,9.86
_13526_,9.86
_14782_,9.86
_15183_,9.86
_01185_,9.84
_01307_,9.84
_01818_,9.84
_03014_,9.84
_05692_,9.84
_07002_,9.84
_07843_,9.84
_08147_,9.84
_08741_,9.84
_09568_,9.84
_10453_,9.84
_12267_,9.84
_14249_,9.84
_17430_,9.84
_17568_,9.84
_17680_,9.84
_18137_,9.84
_01613_,9.82
_02846_,9.82
_04865_,9.82
_07963_,9.82
_08589_,9.82
_11112_,9.82
_11692_,9.82
_12459_,9.82
_12734_,9.82
_14331_,9.82
_16868_,9.82
data_reg\[8\]\[4\],9.82
net143,9.82
net147,9.82
_04848_,9.81
_03323_,9.8
_04357_,9.8
_06085_,9.8
_06726_,9.8
_06750_,9.8
_06907_,9.8
_08804_,9.8
_11424_,9.8
_11918_,9.8
_15411_,9.8
_15513_,9.8
_15756_,9.8
_00628_,9.78
_04185_,9.78
_07316_,9.78
_08078_,9.78
_11264_,9.78
_11991_,9.78
_12392_,9.78
_13559_,9.78
_14706_,9.78
_15902_,9.78
_16822_,9.78
_17612_,9.78
_16146_,9.77
_00903_,9.76
_01425_,9.76
_02658_,9.76
_10141_,9.76
_11150_,9.76
_13813_,9.76
_14338_,9.76
_15000_,9.76
_16475_,9.76
_17848_,9.76
data_in[6],9.76
_00651_,9.74
_01978_,9.74
_04302_,9.74
_04373_,9.74
_07414_,9.74
_11200_,9.74
_11342_,9.74
_12413_,9.74
_13122_,9.74
_13619_,9.74
_14156_,9.74
_14445_,9.74
_17736_,9.74
_01710_,9.73
_11927_,9.73
_07835_,9.725
_03395_,9.72
_03831_,9.72
_04082_,9.72
_04396_,9.72
_05298_,9.72
_05915_,9.72
_06236_,9.72
_06708_,9.72
_06736_,9.72
_10269_,9.72
_10978_,9.72
_11099_,9.72
_13326_,9.72
_13349_,9.72
_13536_,9.72
_15418_,9.72
_16613_,9.72
_17767_,9.72
_17788_,9.72
_00495_,9.7
_00761_,9.7
_01801_,9.7
_01975_,9.7
_03325_,9.7
_04427_,9.7
_06190_,9.7
_06225_,9.7
_06262_,9.7
_06502_,9.7
_07408_,9.7
_10975_,9.7
_11487_,9.7
_13617_,9.7
_13799_,9.7
_14308_,9.7
_17414_,9.7
_17846_,9.7
_17992_,9.7
_12488_,9.69
_01567_,9.68
_03700_,9.68
_03875_,9.68
_04390_,9.68
_06075_,9.68
_12181_,9.68
_12577_,9.68
_13678_,9.68
_13791_,9.68
_16111_,9.68
_18396_,9.68
_15465_,9.67
_00161_,9.665
net93,9.665
_01607_,9.66
_02033_,9.66
_02532_,9.66
_02597_,9.66
_04079_,9.66
_05427_,9.66
_05885_,9.66
_06904_,9.66
_07162_,9.66
_07256_,9.66
_08163_,9.66
_09218_,9.66
_11854_,9.66
_11970_,9.66
_13676_,9.66
_14826_,9.66
_15315_,9.66
_15910_,9.66
_17526_,9.66
net141,9.66
_07435_,9.645
_00800_,9.64
_01509_,9.64
_06812_,9.64
_09284_,9.64
_11748_,9.64
